150.381792 -0.174250
165.728250 35.239194
180.244042 14.361889
165.199833 10.728139
200.443667 0.215333
36.953750 0.250806
43.560667 1.029139
119.202167 40.543028
194.647250 63.606000
209.838375 19.682444
208.913958 5.822167
194.825792 12.473444
214.753792 62.700889
164.336417 13.685528
176.180458 60.566750
178.507042 43.714472
196.162750 28.628861
159.239042 0.229750
126.288958 42.300278
327.736792 0.604306
170.884000 53.468194
150.491917 61.810000
142.056958 0.604778
210.544083 -0.236222
209.834167 14.968194
209.701083 50.464028
195.674708 3.353944
210.791792 38.768333
224.699083 28.547889
225.677250 19.706500
180.836250 43.384528
329.824750 -6.996361
181.135500 20.204944
36.135417 0.213028
180.915292 48.029139
240.427542 51.798611
168.305375 55.555806
209.242417 -1.101722
159.716125 53.971944
183.797375 54.633722
129.154208 40.885028
172.529542 -0.261889
134.335458 2.921306
194.759000 38.762333
163.947542 14.865583
120.284625 35.622917
195.295792 39.744472
166.722042 56.407028
120.252875 42.105333
133.685250 34.425472
194.003583 8.645861
42.680083 1.060944
164.826708 13.892861
148.913167 54.592611
225.163833 1.030944
0.995000 13.724611
224.729708 48.016722
170.201833 0.580583
135.268000 33.250250
188.323333 57.938944
225.709583 34.796250
167.930875 53.988528
220.122417 0.584083
155.553042 59.854139
59.411042 -6.274667
181.311375 38.235611
222.342917 55.359000
209.941708 1.075806
223.749292 62.275917
193.145417 -0.210306
212.793708 0.578778
196.370125 40.113056
211.422667 46.427472
149.767125 33.480556
347.202500 0.245861
239.751750 49.810222
239.390583 11.258389
179.714708 13.675722
133.121292 56.112694
2.199417 -0.625111
119.623458 47.653139
240.847958 47.522556
181.040583 1.825944
200.387000 64.983833
210.105500 65.218278
140.515417 27.566889
211.434917 40.854667
333.586750 1.018694
219.979083 54.188750
241.124583 3.815139
188.037917 0.634806
208.591042 37.968056
180.119125 12.042472
211.166333 54.387806
130.739125 37.547111
170.784458 51.558333
164.040083 47.392472
172.423417 60.500194
225.197292 4.641694
353.665583 1.054444
193.631792 60.760806
224.113792 45.353583
225.455875 62.485139
148.205250 1.056139
351.663250 -0.594000
166.750625 53.574667
223.991583 18.502333
195.955750 8.204778
178.857125 54.566667
196.501833 43.769028
29.778833 1.258139
225.275250 19.502500
240.158375 8.692917
225.282208 -0.441222
135.285500 17.455778
226.156792 17.686583
179.764583 3.513778
176.090958 49.040111
182.091958 59.314278
182.648250 -0.171500
201.309750 -1.011111
223.045958 -0.256111
40.871042 -1.002722
164.305750 25.068778
120.303125 25.556389
211.660083 49.090778
129.365875 41.314611
36.005542 0.252250
140.227042 28.153778
120.317583 55.042667
210.295250 43.583556
194.808667 -3.290611
212.103625 -0.589139
224.076292 47.482500
208.997917 -1.261722
216.961958 53.565778
226.172083 19.505417
226.375042 39.963917
135.184458 5.002528
14.823250 -0.211028
15.190958 -9.185694
151.537792 48.825972
164.330542 17.273111
153.630167 0.999167
241.157625 17.835861
149.362583 8.583833
178.717583 35.603972
198.036458 -0.239028
14.396417 -8.669639
169.889667 0.634361
121.311542 37.472583
117.727792 50.395139
225.675042 23.333611
259.712458 54.753139
164.681833 55.597889
209.459208 65.012028
17.197000 0.198694
